Value,Name-et-EE,Name-en-GB,Name-ru-RU,Label-et-EE,Label-en-GB,Label-ru-RU,Parent,Level,Description-et-EE,Description-en-GB,Description-ru-RU,IsGenerated,IsValid,ValidFrom,ValidTo
6493,,,,Põdruse küla,Põdruse village,Деревня Пыдрузе,0191,3,"Lääne-Viru maakond, Haljala vald, Põdruse küla","Lääne-Viru county, Haljala rural municipality, Põdruse village","Ляэне-Вируский уезд, волость Хальяла, деревня Пыдрузе",,1,,
7138,,,,Rutja küla,Rutja village,Деревня Рутья,0191,3,"Lääne-Viru maakond, Haljala vald, Rutja küla","Lääne-Viru county, Haljala rural municipality, Rutja village","Ляэне-Вируский уезд, волость Хальяла, деревня Рутья",,1,,
7329,,,,Sagadi küla,Sagadi village,Деревня Сагади,0191,3,"Lääne-Viru maakond, Haljala vald, Sagadi küla","Lääne-Viru county, Haljala rural municipality, Sagadi village","Ляэне-Вируский уезд, волость Хальяла, деревня Сагади",,1,,
7366,,,,Sakussaare küla,Sakussaare village,Деревня Сакуссааре,0191,3,"Lääne-Viru maakond, Haljala vald, Sakussaare küla","Lääne-Viru county, Haljala rural municipality, Sakussaare village","Ляэне-Вируский уезд, волость Хальяла, деревня Сакуссааре",,1,,
7374,,,,Salatse küla,Salatse village,Деревня Салатсе,0191,3,"Lääne-Viru maakond, Haljala vald, Salatse küla","Lääne-Viru county, Haljala rural municipality, Salatse village","Ляэне-Вируский уезд, волость Хальяла, деревня Салатсе",,1,,
7468,,,,Sauste küla,Sauste village,Деревня Саусте,0191,3,"Lääne-Viru maakond, Haljala vald, Sauste küla","Lääne-Viru county, Haljala rural municipality, Sauste village","Ляэне-Вируский уезд, волость Хальяла, деревня Саусте",,1,,
8167,,,,Tatruse küla,Tatruse village,Деревня Татрузе,0191,3,"Lääne-Viru maakond, Haljala vald, Tatruse küla","Lääne-Viru county, Haljala rural municipality, Tatruse village","Ляэне-Вируский уезд, волость Хальяла, деревня Татрузе",,1,,
8178,,,,Tidriku küla,Tidriku village,Деревня Тидрику,0191,3,"Lääne-Viru maakond, Haljala vald, Tidriku küla","Lääne-Viru county, Haljala rural municipality, Tidriku village","Ляэне-Вируский уезд, волость Хальяла, деревня Тидрику",,1,,
8195,,,,Tepelvälja küla,Tepelvälja village,Деревня Тепелвялья,0191,3,"Lääne-Viru maakond, Haljala vald, Tepelvälja küla","Lääne-Viru county, Haljala rural municipality, Tepelvälja village","Ляэне-Вируский уезд, волость Хальяла, деревня Тепелвялья",,1,,
8222,,,,Tiigi küla,Tiigi village,Деревня Тийги,0191,3,"Lääne-Viru maakond, Haljala vald, Tiigi küla","Lääne-Viru county, Haljala rural municipality, Tiigi village","Ляэне-Вируский уезд, волость Хальяла, деревня Тийги",,1,,
8293,,,,Toolse küla,Toolse village,Деревня Тоолсе,0191,3,"Lääne-Viru maakond, Haljala vald, Toolse küla","Lääne-Viru county, Haljala rural municipality, Toolse village","Ляэне-Вируский уезд, волость Хальяла, деревня Тоолсе",,1,,
8543,,,,Tõugu küla,Tõugu village,Деревня Тыугу,0191,3,"Lääne-Viru maakond, Haljala vald, Tõugu küla","Lääne-Viru county, Haljala rural municipality, Tõugu village","Ляэне-Вируский уезд, волость Хальяла, деревня Тыугу",,1,,
8787,,,,Uusküla,Uusküla village,Деревня Уускюла,0191,3,"Lääne-Viru maakond, Haljala vald, Uusküla","Lääne-Viru county, Haljala rural municipality, Uusküla village","Ляэне-Вируский уезд, волость Хальяла, деревня Уускюла",,1,,
8888,,,,Vainupea küla,Vainupea village,Деревня Вайнупеа,0191,3,"Lääne-Viru maakond, Haljala vald, Vainupea küla","Lääne-Viru county, Haljala rural municipality, Vainupea village","Ляэне-Вируский уезд, волость Хальяла, деревня Вайнупеа",,1,,
9024,,,,Vanamõisa küla,Vanamõisa village,Деревня Ванамыйза,0191,3,"Lääne-Viru maakond, Haljala vald, Vanamõisa küla","Lääne-Viru county, Haljala rural municipality, Vanamõisa village","Ляэне-Вируский уезд, волость Хальяла, деревня Ванамыйза",,1,,
9139,,,,Vatku küla,Vatku village,Деревня Ватку,0191,3,"Lääne-Viru maakond, Haljala vald, Vatku küla","Lääne-Viru county, Haljala rural municipality, Vatku village","Ляэне-Вируский уезд, волость Хальяла, деревня Ватку",,1,,
9213,,,,Vergi küla,Vergi village,Деревня Верги,0191,3,"Lääne-Viru maakond, Haljala vald, Vergi küla","Lääne-Viru county, Haljala rural municipality, Vergi village","Ляэне-Вируский уезд, волость Хальяла, деревня Верги",,1,,
9270,,,,Vihula küla,Vihula village,Деревня Вихула,0191,3,"Lääne-Viru maakond, Haljala vald, Vihula küla","Lääne-Viru county, Haljala rural municipality, Vihula village","Ляэне-Вируский уезд, волость Хальяла, деревня Вихула",,1,,
9321,,,,Vila küla,Vila village,Деревня Вила,0191,3,"Lääne-Viru maakond, Haljala vald, Vila küla","Lääne-Viru county, Haljala rural municipality, Vila village","Ляэне-Вируский уезд, волость Хальяла, деревня Вила",,1,,
9350,,,,Villandi küla,Villandi village,Деревня Вилланди,0191,3,"Lääne-Viru maakond, Haljala vald, Villandi küla","Lääne-Viru county, Haljala rural municipality, Villandi village","Ляэне-Вируский уезд, волость Хальяла, деревня Вилланди",,1,,
9498,,,,Võhma küla,Võhma village,Деревня Выхма,0191,3,"Lääne-Viru maakond, Haljala vald, Võhma küla","Lääne-Viru county, Haljala rural municipality, Võhma village","Ляэне-Вируский уезд, волость Хальяла, деревня Выхма",,1,,
9552,,,,Võle küla,Võle village,Деревня Выле,0191,3,"Lääne-Viru maakond, Haljala vald, Võle küla","Lääne-Viru county, Haljala rural municipality, Võle village","Ляэне-Вируский уезд, волость Хальяла, деревня Выле",,1,,
9592,,,,Võsu alevik,Võsu small town,Сельский посёлок Вызу,0191,3,"Lääne-Viru maakond, Haljala vald, Võsu alevik","Lääne-Viru county, Haljala rural municipality, Võsu small town","Ляэне-Вируский уезд, волость Хальяла, сельский посёлок Вызу",,1,,
9593,,,,Võsupere küla,Võsupere village,Деревня Вызупере,0191,3,"Lääne-Viru maakond, Haljala vald, Võsupere küla","Lääne-Viru county, Haljala rural municipality, Võsupere village","Ляэне-Вируский уезд, волость Хальяла, деревня Вызупере",,1,,
0272,,,,Kadrina vald,Kadrina rural municipality,Волость Кадрина,0060,2,"Lääne-Viru maakond, Kadrina vald","Lääne-Viru county, Kadrina rural municipality","Ляэне-Вируский уезд, волость Кадрина",,1,,
1245,,,,Ama küla,Ama village,Деревня Ама,0272,3,"Lääne-Viru maakond, Kadrina vald, Ama küla","Lääne-Viru county, Kadrina rural municipality, Ama village","Ляэне-Вируский уезд, волость Кадрина, деревня Ама",,1,,
1334,,,,Arbavere küla,Arbavere village,Деревня Арбавере,0272,3,"Lääne-Viru maakond, Kadrina vald, Arbavere küla","Lääne-Viru county, Kadrina rural municipality, Arbavere village","Ляэне-Вируский уезд, волость Кадрина, деревня Арбавере",,1,,
1897,,,,Hulja alevik,Hulja small town,Сельский посёлок Хулья,0272,3,"Lääne-Viru maakond, Kadrina vald, Hulja alevik","Lääne-Viru county, Kadrina rural municipality, Hulja small town","Ляэне-Вируский уезд, волость Кадрина, сельский посёлок Хулья",,1,,
1924,,,,Hõbeda küla,Hõbeda village,Деревня Хыбеда,0272,3,"Lääne-Viru maakond, Kadrina vald, Hõbeda küla","Lääne-Viru county, Kadrina rural municipality, Hõbeda village","Ляэне-Вируский уезд, волость Кадрина, деревня Хыбеда",,1,,
1947,,,,Härjadi küla,Härjadi village,Деревня Хярьяди,0272,3,"Lääne-Viru maakond, Kadrina vald, Härjadi küla","Lääne-Viru county, Kadrina rural municipality, Härjadi village","Ляэне-Вируский уезд, волость Кадрина, деревня Хярьяди",,1,,
2245,,,,Jõepere küla,Jõepere village,Деревня Йыэпере,0272,3,"Lääne-Viru maakond, Kadrina vald, Jõepere küla","Lääne-Viru county, Kadrina rural municipality, Jõepere village","Ляэне-Вируский уезд, волость Кадрина, деревня Йыэпере",,1,,
2253,,,,Jõetaguse küla,Jõetaguse village,Деревня Йыэтагузе,0272,3,"Lääne-Viru maakond, Kadrina vald, Jõetaguse küla","Lääne-Viru county, Kadrina rural municipality, Jõetaguse village","Ляэне-Вируский уезд, волость Кадрина, деревня Йыэтагузе",,1,,
2380,,,,Jürimõisa küla,Jürimõisa village,Деревня Юримыйза,0272,3,"Lääne-Viru maakond, Kadrina vald, Jürimõisa küla","Lääne-Viru county, Kadrina rural municipality, Jürimõisa village","Ляэне-Вируский уезд, волость Кадрина, деревня Юримыйза",,1,,
2476,,,,Kadapiku küla,Kadapiku village,Деревня Кадапику,0272,3,"Lääne-Viru maakond, Kadrina vald, Kadapiku küla","Lääne-Viru county, Kadrina rural municipality, Kadapiku village","Ляэне-Вируский уезд, волость Кадрина, деревня Кадапику",,1,,
2490,,,,Kadrina alevik,Kadrina small town,Сельский посёлок Кадрина,0272,3,"Lääne-Viru maakond, Kadrina vald, Kadrina alevik","Lääne-Viru county, Kadrina rural municipality, Kadrina small town","Ляэне-Вируский уезд, волость Кадрина, сельский посёлок Кадрина",,1,,
2614,,,,Kallukse küla,Kallukse village,Деревня Каллуксе,0272,3,"Lääne-Viru maakond, Kadrina vald, Kallukse küla","Lääne-Viru county, Kadrina rural municipality, Kallukse village","Ляэне-Вируский уезд, волость Кадрина, деревня Каллуксе",,1,,
3017,,,,Kihlevere küla,Kihlevere village,Деревня Кихлевере,0272,3,"Lääne-Viru maakond, Kadrina vald, Kihlevere küla","Lääne-Viru county, Kadrina rural municipality, Kihlevere village","Ляэне-Вируский уезд, волость Кадрина, деревня Кихлевере",,1,,
3074,,,,Kiku küla,Kiku village,Деревня Кику,0272,3,"Lääne-Viru maakond, Kadrina vald, Kiku küla","Lääne-Viru county, Kadrina rural municipality, Kiku village","Ляэне-Вируский уезд, волость Кадрина, деревня Кику",,1,,
3362,,,,Kolu küla,Kolu village,Деревня Колу,0272,3,"Lääne-Viru maakond, Kadrina vald, Kolu küla","Lääne-Viru county, Kadrina rural municipality, Kolu village","Ляэне-Вируский уезд, волость Кадрина, деревня Колу",,1,,
3823,,,,Kõrveküla,Kõrveküla village,Деревня Кырвекюла,0272,3,"Lääne-Viru maakond, Kadrina vald, Kõrveküla","Lääne-Viru county, Kadrina rural municipality, Kõrveküla village","Ляэне-Вируский уезд, волость Кадрина, деревня Кырвекюла",,1,,
4106,,,,Lante küla,Lante village,Деревня Ланте,0272,3,"Lääne-Viru maakond, Kadrina vald, Lante küla","Lääne-Viru county, Kadrina rural municipality, Lante village","Ляэне-Вируский уезд, волость Кадрина, деревня Ланте",,1,,
4224,,,,Leikude küla,Leikude village,Деревня Лейкуде,0272,3,"Lääne-Viru maakond, Kadrina vald, Leikude küla","Lääne-Viru county, Kadrina rural municipality, Leikude village","Ляэне-Вируский уезд, волость Кадрина, деревня Лейкуде",,1,,
