Value,Name-et-EE,Name-en-GB,Name-ru-RU,Label-et-EE,Label-en-GB,Label-ru-RU,Parent,Level,Description-et-EE,Description-en-GB,Description-ru-RU,IsGenerated,IsValid,ValidFrom,ValidTo
9647,,,,Väike-Rakke küla,Väike-Rakke village,Деревня Вяйке-Ракке,0928,3,"Lääne-Viru maakond, Väike-Maarja vald, Väike-Rakke küla","Lääne-Viru county, Väike-Maarja rural municipality, Väike-Rakke village","Ляэне-Вируский уезд, волость Вяйке-Маарья, деревня Вяйке-Ракке",,1,,
9648,,,,Väike-Tammiku küla,Väike-Tammiku village,Деревня Вяйке-Таммику,0928,3,"Lääne-Viru maakond, Väike-Maarja vald, Väike-Tammiku küla","Lääne-Viru county, Väike-Maarja rural municipality, Väike-Tammiku village","Ляэне-Вируский уезд, волость Вяйке-Маарья, деревня Вяйке-Таммику",,1,,
9777,,,,Äntu küla,Äntu village,Деревня Энту,0928,3,"Lääne-Viru maakond, Väike-Maarja vald, Äntu küla","Lääne-Viru county, Väike-Maarja rural municipality, Äntu village","Ляэне-Вируский уезд, волость Вяйке-Маарья, деревня Энту",,1,,
9783,,,,Ärina küla,Ärina village,Деревня Эрина,0928,3,"Lääne-Viru maakond, Väike-Maarja vald, Ärina küla","Lääne-Viru county, Väike-Maarja rural municipality, Ärina village","Ляэне-Вируский уезд, волость Вяйке-Маарья, деревня Эрина",,1,,
0064,,,,Põlva maakond,Põlva county,Пылваский уезд,,1,Põlva maakond,Põlva county,Пылваский уезд,,1,,
0284,,,,Kanepi vald,Kanepi rural municipality,Волость Канепи,0064,2,"Põlva maakond, Kanepi vald","Põlva county, Kanepi rural municipality","Пылваский уезд, волость Канепи",,1,,
1058,,,,Abissaare küla,Abissaare village,Деревня Абиссааре,0284,3,"Põlva maakond, Kanepi vald, Abissaare küla","Põlva county, Kanepi rural municipality, Abissaare village","Пылваский уезд, волость Канепи, деревня Абиссааре",,1,,
1131,,,,Aiaste küla,Aiaste village,Деревня Айасте,0284,3,"Põlva maakond, Kanepi vald, Aiaste küla","Põlva county, Kanepi rural municipality, Aiaste village","Пылваский уезд, волость Канепи, деревня Айасте",,1,,
1619,,,,Erastvere küla,Erastvere village,Деревня Эраствере,0284,3,"Põlva maakond, Kanepi vald, Erastvere küla","Põlva county, Kanepi rural municipality, Erastvere village","Пылваский уезд, волость Канепи, деревня Эраствере",,1,,
1785,,,,Hauka küla,Hauka village,Деревня Хаука,0284,3,"Põlva maakond, Kanepi vald, Hauka küla","Põlva county, Kanepi rural municipality, Hauka village","Пылваский уезд, волость Канепи, деревня Хаука",,1,,
1799,,,,Heisri küla,Heisri village,Деревня Хейсри,0284,3,"Põlva maakond, Kanepi vald, Heisri küla","Põlva county, Kanepi rural municipality, Heisri village","Пылваский уезд, волость Канепи, деревня Хейсри",,1,,
1857,,,,Hino küla,Hino village,Деревня Хино,0284,3,"Põlva maakond, Kanepi vald, Hino küla","Põlva county, Kanepi rural municipality, Hino village","Пылваский уезд, волость Канепи, деревня Хино",,1,,
1914,,,,Hurmi küla,Hurmi village,Деревня Хурми,0284,3,"Põlva maakond, Kanepi vald, Hurmi küla","Põlva county, Kanepi rural municipality, Hurmi village","Пылваский уезд, волость Канепи, деревня Хурми",,1,,
1960,,,,Häätaru küla,Häätaru village,Деревня Хяэтару,0284,3,"Põlva maakond, Kanepi vald, Häätaru küla","Põlva county, Kanepi rural municipality, Häätaru village","Пылваский уезд, волость Канепи, деревня Хяэтару",,1,,
2007,,,,Ihamaru küla,Ihamaru village,Деревня Ихамару,0284,3,"Põlva maakond, Kanepi vald, Ihamaru küla","Põlva county, Kanepi rural municipality, Ihamaru village","Пылваский уезд, волость Канепи, деревня Ихамару",,1,,
2259,,,,Jõgehara küla,Jõgehara village,Деревня Йыгехара,0284,3,"Põlva maakond, Kanepi vald, Jõgehara küla","Põlva county, Kanepi rural municipality, Jõgehara village","Пылваский уезд, волость Канепи, деревня Йыгехара",,1,,
2277,,,,Jõksi küla,Jõksi village,Деревня Йыкси,0284,3,"Põlva maakond, Kanepi vald, Jõksi küla","Põlva county, Kanepi rural municipality, Jõksi village","Пылваский уезд, волость Канепи, деревня Йыкси",,1,,
2387,,,,Kaagna küla,Kaagna village,Деревня Каагна,0284,3,"Põlva maakond, Kanepi vald, Kaagna küla","Põlva county, Kanepi rural municipality, Kaagna village","Пылваский уезд, волость Канепи, деревня Каагна",,1,,
2392,,,,Kaagvere küla,Kaagvere village,Деревня Каагвере,0284,3,"Põlva maakond, Kanepi vald, Kaagvere küla","Põlva county, Kanepi rural municipality, Kaagvere village","Пылваский уезд, волость Канепи, деревня Каагвере",,1,,
2667,,,,Kanepi alevik,Kanepi small town,Сельский посёлок Канепи,0284,3,"Põlva maakond, Kanepi vald, Kanepi alevik","Põlva county, Kanepi rural municipality, Kanepi small town","Пылваский уезд, волость Канепи, сельский посёлок Канепи",,1,,
2707,,,,Karaski küla,Karaski village,Деревня Караски,0284,3,"Põlva maakond, Kanepi vald, Karaski küla","Põlva county, Kanepi rural municipality, Karaski village","Пылваский уезд, волость Канепи, деревня Караски",,1,,
2727,,,,Karilatsi küla,Karilatsi village,Деревня Карилатси,0284,3,"Põlva maakond, Kanepi vald, Karilatsi küla","Põlva county, Kanepi rural municipality, Karilatsi village","Пылваский уезд, волость Канепи, деревня Карилатси",,1,,
2769,,,,Karste küla,Karste village,Деревня Карсте,0284,3,"Põlva maakond, Kanepi vald, Karste küla","Põlva county, Kanepi rural municipality, Karste village","Пылваский уезд, волость Канепи, деревня Карсте",,1,,
3280,,,,Koigera küla,Koigera village,Деревня Койгера,0284,3,"Põlva maakond, Kanepi vald, Koigera küla","Põlva county, Kanepi rural municipality, Koigera village","Пылваский уезд, волость Канепи, деревня Койгера",,1,,
3399,,,,Kooli küla,Kooli village,Деревня Кооли,0284,3,"Põlva maakond, Kanepi vald, Kooli küla","Põlva county, Kanepi rural municipality, Kooli village","Пылваский уезд, волость Канепи, деревня Кооли",,1,,
3415,,,,Kooraste küla,Kooraste village,Деревня Коорасте,0284,3,"Põlva maakond, Kanepi vald, Kooraste küla","Põlva county, Kanepi rural municipality, Kooraste village","Пылваский уезд, волость Канепи, деревня Коорасте",,1,,
3505,,,,Krootuse küla,Krootuse village,Деревня Кроотузе,0284,3,"Põlva maakond, Kanepi vald, Krootuse küla","Põlva county, Kanepi rural municipality, Krootuse village","Пылваский уезд, волость Канепи, деревня Кроотузе",,1,,
3511,,,,Krüüdneri küla,Krüüdneri village,Деревня Крюйднери,0284,3,"Põlva maakond, Kanepi vald, Krüüdneri küla","Põlva county, Kanepi rural municipality, Krüüdneri village","Пылваский уезд, волость Канепи, деревня Крюйднери",,1,,
4156,,,,Lauri küla,Lauri village,Деревня Лаури,0284,3,"Põlva maakond, Kanepi vald, Lauri küla","Põlva county, Kanepi rural municipality, Lauri village","Пылваский уезд, волость Канепи, деревня Лаури",,1,,
4707,,,,Maaritsa küla,Maaritsa village,Деревня Мааритса,0284,3,"Põlva maakond, Kanepi vald, Maaritsa küla","Põlva county, Kanepi rural municipality, Maaritsa village","Пылваский уезд, волость Канепи, деревня Мааритса",,1,,
4730,,,,Magari küla,Magari village,Деревня Магари,0284,3,"Põlva maakond, Kanepi vald, Magari küla","Põlva county, Kanepi rural municipality, Magari village","Пылваский уезд, волость Канепи, деревня Магари",,1,,
5314,,,,Mügra küla,Mügra village,Деревня Мюгра,0284,3,"Põlva maakond, Kanepi vald, Mügra küla","Põlva county, Kanepi rural municipality, Mügra village","Пылваский уезд, волость Канепи, деревня Мюгра",,1,,
5557,,,,Närapää küla,Närapää village,Деревня Нярапяэ,0284,3,"Põlva maakond, Kanepi vald, Närapää küla","Põlva county, Kanepi rural municipality, Närapää village","Пылваский уезд, волость Канепи, деревня Нярапяэ",,1,,
5959,,,,Palutaja küla,Palutaja village,Деревня Палутая,0284,3,"Põlva maakond, Kanepi vald, Palutaja küla","Põlva county, Kanepi rural municipality, Palutaja village","Пылваский уезд, волость Канепи, деревня Палутая",,1,,
6089,,,,Peetrimõisa küla,Peetrimõisa village,Деревня Пеэтримыйза,0284,3,"Põlva maakond, Kanepi vald, Peetrimõisa küla","Põlva county, Kanepi rural municipality, Peetrimõisa village","Пылваский уезд, волость Канепи, деревня Пеэтримыйза",,1,,
6163,,,,Piigandi küla,Piigandi village,Деревня Пийганди,0284,3,"Põlva maakond, Kanepi vald, Piigandi küla","Põlva county, Kanepi rural municipality, Piigandi village","Пылваский уезд, волость Канепи, деревня Пийганди",,1,,
6167,,,,Piigaste küla,Piigaste village,Деревня Пийгасте,0284,3,"Põlva maakond, Kanepi vald, Piigaste küla","Põlva county, Kanepi rural municipality, Piigaste village","Пылваский уезд, волость Канепи, деревня Пийгасте",,1,,
6209,,,,Pikajärve küla,Pikajärve village,Деревня Пикаярве,0284,3,"Põlva maakond, Kanepi vald, Pikajärve küla","Põlva county, Kanepi rural municipality, Pikajärve village","Пылваский уезд, волость Канепи, деревня Пикаярве",,1,,
6217,,,,Pikareinu küla,Pikareinu village,Деревня Пикарейну,0284,3,"Põlva maakond, Kanepi vald, Pikareinu küla","Põlva county, Kanepi rural municipality, Pikareinu village","Пылваский уезд, волость Канепи, деревня Пикарейну",,1,,
6354,,,,Prangli küla,Prangli village,Деревня Прангли,0284,3,"Põlva maakond, Kanepi vald, Prangli küla","Põlva county, Kanepi rural municipality, Prangli village","Пылваский уезд, волость Канепи, деревня Прангли",,1,,
6472,,,,Puugi küla,Puugi village,Деревня Пууги,0284,3,"Põlva maakond, Kanepi vald, Puugi küla","Põlva county, Kanepi rural municipality, Puugi village","Пылваский уезд, волость Канепи, деревня Пууги",,1,,
6520,,,,Põlgaste küla,Põlgaste village,Деревня Пылгасте,0284,3,"Põlva maakond, Kanepi vald, Põlgaste küla","Põlva county, Kanepi rural municipality, Põlgaste village","Пылваский уезд, волость Канепи, деревня Пылгасте",,1,,
6889,,,,Rebaste küla,Rebaste village,Деревня Ребасте,0284,3,"Põlva maakond, Kanepi vald, Rebaste küla","Põlva county, Kanepi rural municipality, Rebaste village","Пылваский уезд, волость Канепи, деревня Ребасте",,1,,
7486,,,,Saverna küla,Saverna village,Деревня Саверна,0284,3,"Põlva maakond, Kanepi vald, Saverna küla","Põlva county, Kanepi rural municipality, Saverna village","Пылваский уезд, волость Канепи, деревня Саверна",,1,,
7645,,,,Sirvaste küla,Sirvaste village,Деревня Сирвасте,0284,3,"Põlva maakond, Kanepi vald, Sirvaste küla","Põlva county, Kanepi rural municipality, Sirvaste village","Пылваский уезд, волость Канепи, деревня Сирвасте",,1,,
7785,,,,Sulaoja küla,Sulaoja village,Деревня Сулаоя,0284,3,"Põlva maakond, Kanepi vald, Sulaoja küla","Põlva county, Kanepi rural municipality, Sulaoja village","Пылваский уезд, волость Канепи, деревня Сулаоя",,1,,
7897,,,,Sõreste küla,Sõreste village,Деревня Сыресте,0284,3,"Põlva maakond, Kanepi vald, Sõreste küla","Põlva county, Kanepi rural municipality, Sõreste village","Пылваский уезд, волость Канепи, деревня Сыресте",,1,,
8217,,,,Tiido küla,Tiido village,Деревня Тийдо,0284,3,"Põlva maakond, Kanepi vald, Tiido küla","Põlva county, Kanepi rural municipality, Tiido village","Пылваский уезд, волость Канепи, деревня Тийдо",,1,,
8455,,,,Tuulemäe küla,Tuulemäe village,Деревня Туулемяэ,0284,3,"Põlva maakond, Kanepi vald, Tuulemäe küla","Põlva county, Kanepi rural municipality, Tuulemäe village","Пылваский уезд, волость Канепи, деревня Туулемяэ",,1,,
8469,,,,Tõdu küla,Tõdu village,Деревня Тыду,0284,3,"Põlva maakond, Kanepi vald, Tõdu küla","Põlva county, Kanepi rural municipality, Tõdu village","Пылваский уезд, волость Канепи, деревня Тыду",,1,,
8932,,,,Valgjärve küla,Valgjärve village,Деревня Валгъярве,0284,3,"Põlva maakond, Kanepi vald, Valgjärve küla","Põlva county, Kanepi rural municipality, Valgjärve village","Пылваский уезд, волость Канепи, деревня Валгъярве",,1,,
9066,,,,Varbuse küla,Varbuse village,Деревня Варбузе,0284,3,"Põlva maakond, Kanepi vald, Varbuse küla","Põlva county, Kanepi rural municipality, Varbuse village","Пылваский уезд, волость Канепи, деревня Варбузе",,1,,
9229,,,,Veski küla,Veski village,Деревня Вески,0284,3,"Põlva maakond, Kanepi vald, Veski küla","Põlva county, Kanepi rural municipality, Veski village","Пылваский уезд, волость Канепи, деревня Вески",,1,,
9422,,,,Vissi küla,Vissi village,Деревня Висси,0284,3,"Põlva maakond, Kanepi vald, Vissi küla","Põlva county, Kanepi rural municipality, Vissi village","Пылваский уезд, волость Канепи, деревня Висси",,1,,
9472,,,,Voorepalu küla,Voorepalu village,Деревня Воорепалу,0284,3,"Põlva maakond, Kanepi vald, Voorepalu küla","Põlva county, Kanepi rural municipality, Voorepalu village","Пылваский уезд, волость Канепи, деревня Воорепалу",,1,,
0622,,,,Põlva vald,Põlva rural municipality,Волость Пылва,0064,2,"Põlva maakond, Põlva vald","Põlva county, Põlva rural municipality","Пылваский уезд, волость Пылва",,1,,
1027,,,,Aarna küla,Aarna village,Деревня Аарна,0622,3,"Põlva maakond, Põlva vald, Aarna küla","Põlva county, Põlva rural municipality, Aarna village","Пылваский уезд, волость Пылва, деревня Аарна",,1,,
1081,,,,Adiste küla,Adiste village,Деревня Адисте,0622,3,"Põlva maakond, Põlva vald, Adiste küla","Põlva county, Põlva rural municipality, Adiste village","Пылваский уезд, волость Пылва, деревня Адисте",,1,,
1116,,,,Ahja alevik,Ahja small town,Сельский посёлок Ахья,0622,3,"Põlva maakond, Põlva vald, Ahja alevik","Põlva county, Põlva rural municipality, Ahja small town","Пылваский уезд, волость Пылва, сельский посёлок Ахья",,1,,
1156,,,,Akste küla,Akste village,Деревня Аксте,0622,3,"Põlva maakond, Põlva vald, Akste küla","Põlva county, Põlva rural municipality, Akste village","Пылваский уезд, волость Пылва, деревня Аксте",,1,,
1261,,,,Andre küla,Andre village,Деревня Андре,0622,3,"Põlva maakond, Põlva vald, Andre küla","Põlva county, Põlva rural municipality, Andre village","Пылваский уезд, волость Пылва, деревня Андре",,1,,
1609,,,,Eoste küla,Eoste village,Деревня Эосте,0622,3,"Põlva maakond, Põlva vald, Eoste küla","Põlva county, Põlva rural municipality, Eoste village","Пылваский уезд, волость Пылва, деревня Эосте",,1,,
1844,,,,Himma küla,Himma village,Деревня Химма,0622,3,"Põlva maakond, Põlva vald, Himma küla","Põlva county, Põlva rural municipality, Himma village","Пылваский уезд, волость Пылва, деревня Химма",,1,,
1846,,,,Himmaste küla,Himmaste village,Деревня Химмасте,0622,3,"Põlva maakond, Põlva vald, Himmaste küla","Põlva county, Põlva rural municipality, Himmaste village","Пылваский уезд, волость Пылва, деревня Химмасте",,1,,
1885,,,,Holvandi küla,Holvandi village,Деревня Холванди,0622,3,"Põlva maakond, Põlva vald, Holvandi küla","Põlva county, Põlva rural municipality, Holvandi village","Пылваский уезд, волость Пылва, деревня Холванди",,1,,
1980,,,,Ibaste küla,Ibaste village,Деревня Ибасте,0622,3,"Põlva maakond, Põlva vald, Ibaste küla","Põlva county, Põlva rural municipality, Ibaste village","Пылваский уезд, волость Пылва, деревня Ибасте",,1,,
2142,,,,Jaanimõisa küla,Jaanimõisa village,Деревня Яанимыйза,0622,3,"Põlva maakond, Põlva vald, Jaanimõisa küla","Põlva county, Põlva rural municipality, Jaanimõisa village","Пылваский уезд, волость Пылва, деревня Яанимыйза",,1,,
2197,,,,Joosu küla,Joosu village,Деревня Йоозу,0622,3,"Põlva maakond, Põlva vald, Joosu küla","Põlva county, Põlva rural municipality, Joosu village","Пылваский уезд, волость Пылва, деревня Йоозу",,1,,
2419,,,,Kaaru küla,Kaaru village,Деревня Каару,0622,3,"Põlva maakond, Põlva vald, Kaaru küla","Põlva county, Põlva rural municipality, Kaaru village","Пылваский уезд, волость Пылва, деревня Каару",,1,,
2471,,,,Kadaja küla,Kadaja village,Деревня Кадая,0622,3,"Põlva maakond, Põlva vald, Kadaja küla","Põlva county, Põlva rural municipality, Kadaja village","Пылваский уезд, волость Пылва, деревня Кадая",,1,,
2654,,,,Kanassaare küla,Kanassaare village,Деревня Канассааре,0622,3,"Põlva maakond, Põlva vald, Kanassaare küla","Põlva county, Põlva rural municipality, Kanassaare village","Пылваский уезд, волость Пылва, деревня Канассааре",,1,,
2728,,,,Karilatsi küla,Karilatsi village,Деревня Карилатси,0622,3,"Põlva maakond, Põlva vald, Karilatsi küla","Põlva county, Põlva rural municipality, Karilatsi village","Пылваский уезд, волость Пылва, деревня Карилатси",,1,,
2831,,,,Kastmekoja küla,Kastmekoja village,Деревня Кастмекоя,0622,3,"Põlva maakond, Põlva vald, Kastmekoja küla","Põlva county, Põlva rural municipality, Kastmekoja village","Пылваский уезд, волость Пылва, деревня Кастмекоя",,1,,
2869,,,,Kauksi küla,Kauksi village,Деревня Каукси,0622,3,"Põlva maakond, Põlva vald, Kauksi küla","Põlva county, Põlva rural municipality, Kauksi village","Пылваский уезд, волость Пылва, деревня Каукси",,1,,
3030,,,,Kiidjärve küla,Kiidjärve village,Деревня Кийдъярве,0622,3,"Põlva maakond, Põlva vald, Kiidjärve küla","Põlva county, Põlva rural municipality, Kiidjärve village","Пылваский уезд, волость Пылва, деревня Кийдъярве",,1,,
3050,,,,Kiisa küla,Kiisa village,Деревня Кийза,0622,3,"Põlva maakond, Põlva vald, Kiisa küla","Põlva county, Põlva rural municipality, Kiisa village","Пылваский уезд, волость Пылва, деревня Кийза",,1,,
3170,,,,Kiuma küla,Kiuma village,Деревня Киума,0622,3,"Põlva maakond, Põlva vald, Kiuma küla","Põlva county, Põlva rural municipality, Kiuma village","Пылваский уезд, волость Пылва, деревня Киума",,1,,
3422,,,,Koorvere küla,Koorvere village,Деревня Коорвере,0622,3,"Põlva maakond, Põlva vald, Koorvere küla","Põlva county, Põlva rural municipality, Koorvere village","Пылваский уезд, волость Пылва, деревня Коорвере",,1,,
3469,,,,Kosova küla,Kosova village,Деревня Козова,0622,3,"Põlva maakond, Põlva vald, Kosova küla","Põlva county, Põlva rural municipality, Kosova village","Пылваский уезд, волость Пылва, деревня Козова",,1,,
3863,,,,Kähri küla,Kähri village,Деревня Кяхри,0622,3,"Põlva maakond, Põlva vald, Kähri küla","Põlva county, Põlva rural municipality, Kähri village","Пылваский уезд, волость Пылва, деревня Кяхри",,1,,
3923,,,,Kärsa küla,Kärsa village,Деревня Кярса,0622,3,"Põlva maakond, Põlva vald, Kärsa küla","Põlva county, Põlva rural municipality, Kärsa village","Пылваский уезд, волость Пылва, деревня Кярса",,1,,
4051,,,,Lahe küla,Lahe village,Деревня Лахе,0622,3,"Põlva maakond, Põlva vald, Lahe küla","Põlva county, Põlva rural municipality, Lahe village","Пылваский уезд, волость Пылва, деревня Лахе",,1,,
4062,,,,Laho küla,Laho village,Деревня Лахо,0622,3,"Põlva maakond, Põlva vald, Laho küla","Põlva county, Põlva rural municipality, Laho village","Пылваский уезд, волость Пылва, деревня Лахо",,1,,
4198,,,,Leevijõe küla,Leevijõe village,Деревня Леэвийыэ,0622,3,"Põlva maakond, Põlva vald, Leevijõe küla","Põlva county, Põlva rural municipality, Leevijõe village","Пылваский уезд, волость Пылва, деревня Леэвийыэ",,1,,
4446,,,,Logina küla,Logina village,Деревня Логина,0622,3,"Põlva maakond, Põlva vald, Logina küla","Põlva county, Põlva rural municipality, Logina village","Пылваский уезд, волость Пылва, деревня Логина",,1,,
4468,,,,Loko küla,Loko village,Деревня Локо,0622,3,"Põlva maakond, Põlva vald, Loko küla","Põlva county, Põlva rural municipality, Loko village","Пылваский уезд, волость Пылва, деревня Локо",,1,,
4522,,,,Lootvina küla,Lootvina village,Деревня Лоотвина,0622,3,"Põlva maakond, Põlva vald, Lootvina küla","Põlva county, Põlva rural municipality, Lootvina village","Пылваский уезд, волость Пылва, деревня Лоотвина",,1,,
4575,,,,Lutsu küla,Lutsu village,Деревня Лутсу,0622,3,"Põlva maakond, Põlva vald, Lutsu küla","Põlva county, Põlva rural municipality, Lutsu village","Пылваский уезд, волость Пылва, деревня Лутсу",,1,,
4769,,,,Mammaste küla,Mammaste village,Деревня Маммасте,0622,3,"Põlva maakond, Põlva vald, Mammaste küla","Põlva county, Põlva rural municipality, Mammaste village","Пылваский уезд, волость Пылва, деревня Маммасте",,1,,
4851,,,,Meemaste küla,Meemaste village,Деревня Меэмасте,0622,3,"Põlva maakond, Põlva vald, Meemaste küla","Põlva county, Põlva rural municipality, Meemaste village","Пылваский уезд, волость Пылва, деревня Меэмасте",,1,,
4938,,,,Metste küla,Metste village,Деревня Метсте,0622,3,"Põlva maakond, Põlva vald, Metste küla","Põlva county, Põlva rural municipality, Metste village","Пылваский уезд, волость Пылва, деревня Метсте",,1,,
4945,,,,Miiaste küla,Miiaste village,Деревня Мийасте,0622,3,"Põlva maakond, Põlva vald, Miiaste küla","Põlva county, Põlva rural municipality, Miiaste village","Пылваский уезд, волость Пылва, деревня Мийасте",,1,,
4986,,,,Mooste alevik,Mooste small town,Сельский посёлок Моосте,0622,3,"Põlva maakond, Põlva vald, Mooste alevik","Põlva county, Põlva rural municipality, Mooste small town","Пылваский уезд, волость Пылва, сельский посёлок Моосте",,1,,
5059,,,,Mustajõe küla,Mustajõe village,Деревня Мустайыэ,0622,3,"Põlva maakond, Põlva vald, Mustajõe küla","Põlva county, Põlva rural municipality, Mustajõe village","Пылваский уезд, волость Пылва, деревня Мустайыэ",,1,,
5061,,,,Mustakurmu küla,Mustakurmu village,Деревня Мустакурму,0622,3,"Põlva maakond, Põlva vald, Mustakurmu küla","Põlva county, Põlva rural municipality, Mustakurmu village","Пылваский уезд, волость Пылва, деревня Мустакурму",,1,,
5170,,,,Mõtsküla,Mõtsküla village,Деревня Мытскюла,0622,3,"Põlva maakond, Põlva vald, Mõtsküla","Põlva county, Põlva rural municipality, Mõtsküla village","Пылваский уезд, волость Пылва, деревня Мытскюла",,1,,
5355,,,,Naruski küla,Naruski village,Деревня Наруски,0622,3,"Põlva maakond, Põlva vald, Naruski küla","Põlva county, Põlva rural municipality, Naruski village","Пылваский уезд, волость Пылва, деревня Наруски",,1,,
5445,,,,Nooritsmetsa küla,Nooritsmetsa village,Деревня Нооритсметса,0622,3,"Põlva maakond, Põlva vald, Nooritsmetsa küla","Põlva county, Põlva rural municipality, Nooritsmetsa village","Пылваский уезд, волость Пылва, деревня Нооритсметса",,1,,
5705,,,,Orajõe küla,Orajõe village,Деревня Орайыэ,0622,3,"Põlva maakond, Põlva vald, Orajõe küla","Põlva county, Põlva rural municipality, Orajõe village","Пылваский уезд, волость Пылва, деревня Орайыэ",,1,,
5809,,,,Padari küla,Padari village,Деревня Падари,0622,3,"Põlva maakond, Põlva vald, Padari küla","Põlva county, Põlva rural municipality, Padari village","Пылваский уезд, волость Пылва, деревня Падари",,1,,
6025,,,,Partsi küla,Partsi village,Деревня Партси,0622,3,"Põlva maakond, Põlva vald, Partsi küla","Põlva county, Põlva rural municipality, Partsi village","Пылваский уезд, волость Пылва, деревня Партси",,1,,
6120,,,,Peri küla,Peri village,Деревня Пери,0622,3,"Põlva maakond, Põlva vald, Peri küla","Põlva county, Põlva rural municipality, Peri village","Пылваский уезд, волость Пылва, деревня Пери",,1,,
6347,,,,Pragi küla,Pragi village,Деревня Праги,0622,3,"Põlva maakond, Põlva vald, Pragi küla","Põlva county, Põlva rural municipality, Pragi village","Пылваский уезд, волость Пылва, деревня Праги",,1,,
6461,,,,Puskaru küla,Puskaru village,Деревня Пускару,0622,3,"Põlva maakond, Põlva vald, Puskaru küla","Põlva county, Põlva rural municipality, Puskaru village","Пылваский уезд, волость Пылва, деревня Пускару",,1,,
6477,,,,Puuri küla,Puuri village,Деревня Пуури,0622,3,"Põlva maakond, Põlva vald, Puuri küla","Põlva county, Põlva rural municipality, Puuri village","Пылваский уезд, волость Пылва, деревня Пуури",,1,,
6536,,,,Põlva linn,Põlva city,Город Пылва,0622,3,"Põlva maakond, Põlva vald, Põlva linn","Põlva county, Põlva rural municipality, Põlva city","Пылваский уезд, волость Пылва, город Пылва",,1,,
6825,,,,Rasina küla,Rasina village,Деревня Разина,0622,3,"Põlva maakond, Põlva vald, Rasina küla","Põlva county, Põlva rural municipality, Rasina village","Пылваский уезд, волость Пылва, деревня Разина",,1,,
7071,,,,Roosi küla,Roosi village,Деревня Роози,0622,3,"Põlva maakond, Põlva vald, Roosi küla","Põlva county, Põlva rural municipality, Roosi village","Пылваский уезд, волость Пылва, деревня Роози",,1,,
7098,,,,Rosma küla,Rosma village,Деревня Росма,0622,3,"Põlva maakond, Põlva vald, Rosma küla","Põlva county, Põlva rural municipality, Rosma village","Пылваский уезд, волость Пылва, деревня Росма",,1,,
7501,,,,Savimäe küla,Savimäe village,Деревня Савимяэ,0622,3,"Põlva maakond, Põlva vald, Savimäe küla","Põlva county, Põlva rural municipality, Savimäe village","Пылваский уезд, волость Пылва, деревня Савимяэ",,1,,
7660,,,,Soesaare küla,Soesaare village,Деревня Соэсааре,0622,3,"Põlva maakond, Põlva vald, Soesaare küla","Põlva county, Põlva rural municipality, Soesaare village","Пылваский уезд, волость Пылва, деревня Соэсааре",,1,,
7855,,,,Suurküla,Suurküla village,Деревня Сууркюла,0622,3,"Põlva maakond, Põlva vald, Suurküla","Põlva county, Põlva rural municipality, Suurküla village","Пылваский уезд, волость Пылва, деревня Сууркюла",,1,,
7858,,,,Suurmetsa küla,Suurmetsa village,Деревня Суурметса,0622,3,"Põlva maakond, Põlva vald, Suurmetsa küla","Põlva county, Põlva rural municipality, Suurmetsa village","Пылваский уезд, волость Пылва, деревня Суурметса",,1,,
7918,,,,Säkna küla,Säkna village,Деревня Сякна,0622,3,"Põlva maakond, Põlva vald, Säkna küla","Põlva county, Põlva rural municipality, Säkna village","Пылваский уезд, волость Пылва, деревня Сякна",,1,,
7964,,,,Säässaare küla,Säässaare village,Деревня Сяэссааре,0622,3,"Põlva maakond, Põlva vald, Säässaare küla","Põlva county, Põlva rural municipality, Säässaare village","Пылваский уезд, волость Пылва, деревня Сяэссааре",,1,,
8028,,,,Taevaskoja küla,Taevaskoja village,Деревня Таэваскоя,0622,3,"Põlva maakond, Põlva vald, Taevaskoja küla","Põlva county, Põlva rural municipality, Taevaskoja village","Пылваский уезд, волость Пылва, деревня Таэваскоя",,1,,
8198,,,,Terepi küla,Terepi village,Деревня Терепи,0622,3,"Põlva maakond, Põlva vald, Terepi küla","Põlva county, Põlva rural municipality, Terepi village","Пылваский уезд, волость Пылва, деревня Терепи",,1,,
8243,,,,Tilsi küla,Tilsi village,Деревня Тилси,0622,3,"Põlva maakond, Põlva vald, Tilsi küla","Põlva county, Põlva rural municipality, Tilsi village","Пылваский уезд, волость Пылва, деревня Тилси",,1,,
8353,,,,Tromsi küla,Tromsi village,Деревня Тромси,0622,3,"Põlva maakond, Põlva vald, Tromsi küla","Põlva county, Põlva rural municipality, Tromsi village","Пылваский уезд, волость Пылва, деревня Тромси",,1,,
8574,,,,Tännassilma küla,Tännassilma village,Деревня Тяннассилма,0622,3,"Põlva maakond, Põlva vald, Tännassilma küla","Põlva county, Põlva rural municipality, Tännassilma village","Пылваский уезд, волость Пылва, деревня Тяннассилма",,1,,
8644,,,,Uibujärve küla,Uibujärve village,Деревня Уйбуярве,0622,3,"Põlva maakond, Põlva vald, Uibujärve küla","Põlva county, Põlva rural municipality, Uibujärve village","Пылваский уезд, волость Пылва, деревня Уйбуярве",,1,,
8922,,,,Valgemetsa küla,Valgemetsa village,Деревня Валгеметса,0622,3,"Põlva maakond, Põlva vald, Valgemetsa küla","Põlva county, Põlva rural municipality, Valgemetsa village","Пылваский уезд, волость Пылва, деревня Валгеметса",,1,,
